Date,Text,Label
2023-01-26,omg random 💯 random sleep deprived,non-flu
2023-07-02,not sure if it's flu tired af text text seriously idk idk random cough body ache,flu
2023-01-04,nothing chills 😷 idk random fever chills just sneeezing omg,flu
2023-06-05,bruh chills nothing whatever lol nothing fatigue omg,flu
2023-07-31,bruh bruh sleep deprived idk anymore,non-flu
2023-03-15,meh lol bruh so sneeezing allergies maybe? sickkk body ache so,flu
2023-01-30,brunch vacation just chilling so so random idk nothing,non-flu
2023-05-28,just exhausted random nausea maybe bruh overthinking whatever omg so,flu
2023-05-14,brunch brunch nothing text nothing stressed but not sick lol whatever lol stressed but not sick,non-flu
2023-09-17,random sickkk just exhausted nausea so bruh,flu
2023-01-18,just party sleep deprived just chilling bruh idk anymore,non-flu
2023-05-30,brunch random nothing netflix binge bruh so,non-flu
2023-10-16,allergies maybe? lol chills sneeezing random just text sore throat maybe runny nose whatever,flu
2023-10-22,random 💯 maybe bruh lol tired just random,non-flu
2023-06-19,text stressed but not sick maybe omg idk is this flu? lol tired bruh just,non-flu
2023-12-07,sleep deprived random maybe seriously 💯 so mood swings nothing stressed but not sick text brunch,non-flu
2023-10-16,💯 netflix binge meeting bruh stressed but not sick random text bruh omg coffee time nothing,non-flu
2023-04-11,omg birthday coffee time netflix binge party mood swings just omg,non-flu
2023-12-05,congestn runny nose idk omg random congestn sneeezing so lol,flu
2023-04-19,seriously so lol birthday seriously idk anymore lol text,non-flu
2023-01-31,nausea not sure if it's flu random runny nose fever sore throat maybe,flu
2023-08-07,just cough overthinking tired af not sure if it's flu 😷 nothing text just,flu
2023-10-13,lol nothing 💯 nothing coffee time,non-flu
2023-08-27,party nothing whatever lol omg workout netflix binge lol random,non-flu
2023-11-11,seriously random so idk netflix binge workout stressed but not sick,non-flu
2023-06-23,party 🔥 meeting meeting omg maybe just,non-flu
2023-04-24,so so allergies maybe? cough idk nothing whatever omg,flu
2023-06-25,whatever bruh headache random whatever fatigue cough tired af just exhausted maybe idk,flu
2023-01-18,nausea runny nose 😷 maybe headache so nausea idk,flu
2023-10-24,not sure if it's flu idk tired af maybe nausea sickkk idk,flu
2023-03-11,fatigue sickkk text just lol sore throat text nothing whatever,flu
2023-05-04,random just exhausted omg cough overthinking,flu
2023-05-28,brunch lol tired omg omg 💯 idk maybe workout,non-flu
2023-06-14,bruh 🔥 text idk anymore so idk omg,non-flu
2023-06-30,study grind vacation random idk party stressed but not sick lol,non-flu
2023-09-03,bruh omg party idk 💯 omg seriously lol,non-flu
2023-05-07,lol tired lol omg maybe idk 🔥,non-flu
2023-03-21,meeting coffee time mood swings lol maybe idk anymore is this flu? nothing,non-flu
2023-05-24,idk anymore sleep deprived 💯 idk seriously just chilling text idk whatever maybe,non-flu
2023-01-06,grind mode random meeting brunch nothing 🔥,non-flu
2023-03-15,🔥 omg random so random grind mode just chilling is this flu? whatever,non-flu
2023-07-01,💯 netflix binge 🔥 sleep deprived bruh nothing text just idk,non-flu
2023-08-14,lol seriously text just chilling birthday netflix binge stressed but not sick lol maybe mood swings,non-flu
2023-04-08,seriously bruh travel so bruh brunch omg sleep deprived,non-flu
2023-08-14,sneeezing text maybe just bruh lol sickkk,flu
2023-03-07,overthinking bruh 😷 so allergies maybe? cough runny nose,flu
2023-05-24,lol just chilling just chilling 💯 lol netflix binge,non-flu
2023-08-30,🔥 whatever text grind mode 🔥 birthday,non-flu
2023-10-31,allergies maybe? chills idk nausea idk omg congestn allergies maybe? just random bruh,flu
2023-01-15,maybe mood swings text whatever just 🔥 seriously,non-flu
2023-01-04,idk allergies maybe? ugh feeling bad whatever lol sneeezing just bruh,flu
2023-07-21,mood swings so lol tired idk idk anymore coffee time,non-flu
2023-05-04,so seriously so text study grind so grind mode mood swings whatever vacation,non-flu
2023-10-28,whatever just exhausted cough sickkk omg text lol seriously bruh,flu
2023-12-15,idk workout idk seriously birthday,non-flu
2023-03-08,lol overthinking whatever runny nose lol fatigue seriously nothing allergies maybe? bruh,flu
2023-01-07,so lol overthinking so nausea lol tired af seriously,flu
2023-11-13,nothing mood swings travel idk anymore 💯 netflix binge so so,non-flu
2023-09-12,idk random cough congestn sneeezing lol bruh,flu
2023-06-12,just chilling meeting so seriously sleep deprived seriously random whatever bruh,non-flu
2023-10-03,text sickkk lol cough random omg just,flu
2023-09-21,grind mode nothing just sleep deprived 💯,non-flu
2023-04-06,birthday bruh omg nothing random meeting whatever omg netflix binge 💯,non-flu
2023-10-21,random just chilling random party so just stressed but not sick netflix binge,non-flu
2023-09-27,text travel just omg 💯 maybe party 💯 sleep deprived whatever,non-flu
2023-02-11,fever nausea lol text just idk nausea omg random,flu
2023-12-22,bruh omg fatigue whatever omg just exhausted nothing cough,flu
2023-02-02,random body ache fever meh ugh feeling bad headache idk random,flu
2023-10-13,idk travel lol tired whatever study grind lol maybe idk,non-flu
2023-11-01,random tired af omg sickkk idk runny nose nothing,flu
2023-01-26,text nausea headache 😷 just bruh bruh random allergies maybe? runny nose,flu
2023-09-23,allergies maybe? whatever nothing not sure if it's flu lol,flu
2023-07-03,so idk tired af seriously 😷 omg not sure if it's flu tired af random fatigue,flu
2023-06-01,party omg lol tired so nothing vacation sleep deprived random grind mode just,non-flu
2023-08-01,whatever lol 🔥 nothing netflix binge random,non-flu
2023-02-01,whatever sickkk not sure if it's flu whatever,flu
2023-09-19,bruh is this flu? lol tired lol vacation lol nothing party bruh idk,non-flu
2023-06-14,maybe whatever study grind idk anymore random travel,non-flu
2023-01-23,nothing bruh nothing stressed but not sick study grind random grind mode brunch lol meeting,non-flu
2023-09-25,bruh body ache sneeezing just body ache not sure if it's flu,flu
2023-06-04,🔥 stressed but not sick just seriously lol tired stressed but not sick omg,non-flu
2023-10-11,so maybe idk sickkk seriously chills sneeezing maybe maybe,flu
2023-01-10,idk seriously whatever idk chills bruh sneeezing congestn,flu
2023-11-30,omg lol runny nose fatigue,flu
2023-01-29,just exhausted omg sore throat whatever nothing so omg whatever,flu
2023-06-16,random so just chills congestn text random,flu
2023-01-17,nothing nothing so not sure if it's flu fatigue nothing nothing just,flu
2023-07-11,seriously 😷 idk nothing body ache,flu
2023-11-29,seriously sneeezing sickkk lol maybe maybe random just tired af,flu
2023-01-11,lol 🔥 nothing text seriously grind mode whatever brunch party omg,non-flu
2023-05-30,nothing mood swings travel so just seriously idk omg,non-flu
2023-11-21,sneeezing maybe overthinking congestn just so nothing lol meh nothing,flu
2023-06-27,maybe maybe so random just exhausted nothing sickkk,flu
2023-08-23,random lol cough omg just seriously headache,flu
2023-01-05,overthinking allergies maybe? chills maybe just text lol seriously fever,flu
2023-08-06,seriously sleep deprived bruh idk anymore workout seriously seriously omg travel maybe,non-flu
2023-06-22,so travel just omg idk anymore coffee time bruh random party omg coffee time,non-flu
2023-03-21,sleep deprived idk anymore just mood swings whatever 💯 bruh sleep deprived,non-flu
2023-12-18,sneeezing lol meh congestn nothing nausea allergies maybe? lol text maybe,flu
2023-03-23,body ache text idk idk whatever fatigue allergies maybe? just exhausted nothing allergies maybe? maybe,flu
2023-09-30,coffee time seriously travel travel sleep deprived omg birthday omg maybe just,non-flu
2023-05-09,cough text body ache random bruh bruh,flu
2023-03-25,just nothing body ache fatigue just exhausted cough 😷 maybe so,flu
2023-07-21,bruh headache allergies maybe? whatever sickkk fatigue omg bruh sore throat seriously omg,flu
2023-09-24,whatever lol omg just vacation just stressed but not sick idk,non-flu
2023-08-20,body ache ugh feeling bad maybe omg runny nose just whatever just meh sickkk,flu
2023-03-31,nausea headache just omg ugh feeling bad meh seriously fatigue,flu
2023-06-15,idk meeting so sleep deprived omg grind mode bruh,non-flu
2023-07-24,idk lol random whatever lol just fatigue cough,flu
2023-04-01,whatever runny nose runny nose congestn seriously random omg just,flu
2023-12-13,🔥 just just chilling text lol just chilling coffee time,non-flu
2023-05-22,cough overthinking fever fever maybe sickkk seriously nothing,flu
2023-10-18,grind mode stressed but not sick bruh whatever lol tired seriously maybe meeting just just,non-flu
2023-12-16,lol tired idk bruh travel idk meeting meeting,non-flu
2023-12-26,vacation omg is this flu? just is this flu? omg omg grind mode,non-flu
2023-07-18,🔥 whatever omg nothing party mood swings is this flu?,non-flu
2023-04-29,omg whatever bruh idk anymore idk 💯 omg,non-flu
2023-01-12,not sure if it's flu congestn tired af so whatever just,flu
2023-02-08,party grind mode lol bruh maybe,non-flu
2023-10-20,fever just so overthinking overthinking 😷 so,flu
2023-03-01,ugh feeling bad idk overthinking maybe headache so idk whatever,flu
2023-12-11,maybe so stressed but not sick whatever workout random,non-flu
2023-08-27,text chills headache omg just maybe maybe,flu
2023-01-21,sore throat nothing nothing body ache lol so,flu
2023-02-03,text just omg 💯 lol tired,non-flu
2023-03-22,maybe text so so fever overthinking meh nothing runny nose bruh,flu
2023-07-20,bruh overthinking lol text fatigue so seriously fever body ache,flu
2023-03-07,random whatever chills overthinking overthinking runny nose,flu
2023-03-11,idk lol overthinking ugh feeling bad omg whatever,flu
2023-11-06,idk brunch stressed but not sick just chilling omg whatever lol tired lol,non-flu
2023-12-21,idk whatever meh random sickkk text,flu
2023-12-23,maybe random bruh just bruh brunch sleep deprived brunch,non-flu
2023-10-29,bruh omg tired af just exhausted,flu
2023-03-17,meeting brunch workout maybe just lol seriously,non-flu
2023-08-16,just fatigue lol sickkk seriously chills bruh text sickkk headache,flu
2023-08-03,random maybe so ugh feeling bad meh sickkk bruh not sure if it's flu fatigue just seriously,flu
2023-07-15,not sure if it's flu chills maybe nothing maybe whatever cough ugh feeling bad text,flu
2023-03-09,congestn just fever whatever runny nose omg just fever random allergies maybe? lol,flu
2023-09-04,netflix binge brunch nothing idk,non-flu
2023-06-21,maybe just lol whatever meh ugh feeling bad,flu
2023-05-09,chills maybe ugh feeling bad allergies maybe? ugh feeling bad lol lol meh,flu
2023-11-29,so not sure if it's flu not sure if it's flu chills just exhausted text,flu
2023-04-21,lol ugh feeling bad bruh sneeezing just nothing,flu
2023-03-12,sickkk lol nausea text lol overthinking bruh sickkk omg maybe congestn,flu
2023-06-05,overthinking seriously fatigue whatever idk idk lol,flu
2023-09-23,brunch bruh study grind study grind grind mode just omg random,non-flu
2023-05-31,random just exhausted whatever nothing 😷 so allergies maybe? random just,flu
2023-07-03,random idk so stressed but not sick grind mode netflix binge grind mode mood swings nothing,non-flu
2023-11-18,omg random maybe seriously tired af body ache nothing nothing,flu
2023-04-19,random random idk seriously sleep deprived lol tired grind mode maybe,non-flu
2023-02-24,so sneeezing maybe fever idk sneeezing maybe congestn omg,flu
2023-11-16,body ache chills tired af cough sickkk bruh bruh,flu
2023-04-23,workout vacation whatever just idk anymore,non-flu
2023-11-30,not sure if it's flu random allergies maybe? so not sure if it's flu overthinking,flu
2023-02-17,💯 just omg bruh mood swings 🔥 text workout,non-flu
2023-09-09,text mood swings 🔥 nothing stressed but not sick study grind,non-flu
2023-05-03,omg so chills idk lol overthinking bruh congestn,flu
2023-11-03,lol 😷 just seriously fever random omg random,flu
2023-03-29,lol travel party is this flu? seriously lol,non-flu
2023-03-11,idk just whatever coffee time seriously lol so lol tired meeting,non-flu
2023-08-02,maybe headache whatever fever,flu
2023-03-01,grind mode nothing travel nothing text so maybe nothing,non-flu
2023-02-20,maybe cough random maybe sore throat lol lol text,flu
2023-04-26,just bruh idk nothing tired af so fever,flu
2023-12-10,meh seriously nothing body ache 😷 whatever sneeezing,flu
2023-08-02,allergies maybe? fever random sore throat runny nose whatever,flu
2023-10-18,whatever ugh feeling bad seriously nothing ugh feeling bad,flu
2023-04-26,is this flu? mood swings workout idk birthday idk whatever random party text so,non-flu
2023-04-14,omg not sure if it's flu whatever overthinking overthinking random sore throat sore throat,flu
2023-05-02,lol tired meeting sleep deprived omg meeting nothing lol tired,non-flu
2023-04-06,idk omg whatever chills fever nothing ugh feeling bad lol lol,flu
2023-10-12,lol text not sure if it's flu idk chills nausea just just,flu
2023-05-10,coffee time nothing party lol idk seriously study grind,non-flu
2023-10-21,random body ache allergies maybe? body ache lol not sure if it's flu nothing body ache random whatever,flu
2023-09-04,meh overthinking 😷 lol text cough,flu
2023-08-03,so maybe text ugh feeling bad headache allergies maybe? just nothing,flu
2023-08-22,meh lol sneeezing bruh sickkk lol runny nose so bruh,flu
2023-02-26,whatever idk anymore omg idk birthday just chilling bruh bruh,non-flu
2023-04-30,not sure if it's flu sickkk nausea lol sickkk maybe idk text chills omg just,flu
2023-06-24,bruh congestn nothing so allergies maybe? nothing,flu
2023-07-14,idk so allergies maybe? fever seriously bruh 😷 chills text allergies maybe?,flu
2023-10-05,lol bruh study grind workout idk netflix binge,non-flu
2023-01-27,body ache allergies maybe? text idk so chills,flu
2023-02-27,bruh bruh congestn allergies maybe? just chills omg so nothing fatigue allergies maybe?,flu
2023-10-06,party grind mode birthday maybe whatever grind mode so lol omg meeting,non-flu
2023-07-05,idk idk anymore 💯 nothing bruh seriously idk lol,non-flu
2023-11-25,stressed but not sick idk maybe nothing whatever vacation random,non-flu
2023-06-21,meeting sleep deprived lol maybe bruh coffee time lol 🔥 idk anymore,non-flu
2023-03-22,text cough text tired af fatigue body ache tired af random maybe,flu
2023-10-05,just chilling random bruh vacation idk anymore nothing sleep deprived text idk travel idk,non-flu
2023-12-31,chills nothing maybe body ache seriously fatigue maybe just,flu
2023-03-01,vacation idk party lol tired party random omg mood swings lol,non-flu
2023-04-09,birthday birthday stressed but not sick text idk grind mode just bruh is this flu? omg random,non-flu
2023-06-20,headache text meh ugh feeling bad omg body ache omg,flu
2023-02-13,lol tired just idk anymore travel bruh meeting is this flu? seriously,non-flu
2023-06-05,so headache omg body ache omg idk fever nausea runny nose,flu
2023-11-04,random text so brunch study grind netflix binge bruh,non-flu
2023-12-02,birthday mood swings just vacation study grind just chilling random,non-flu
2023-06-07,whatever is this flu? idk whatever stressed but not sick coffee time,non-flu
2023-04-03,party workout text 💯 lol seriously 🔥 random,non-flu
2023-09-20,workout brunch whatever travel nothing lol meeting,non-flu
2023-11-13,text seriously seriously fever fever random sneeezing idk,flu
2023-06-09,coffee time travel is this flu? omg random netflix binge 💯,non-flu
2023-06-14,😷 maybe runny nose meh so,flu
2023-01-16,sleep deprived just maybe netflix binge mood swings,non-flu
2023-09-21,not sure if it's flu bruh headache chills so headache,flu
2023-06-18,mood swings just coffee time coffee time maybe nothing,non-flu
2023-12-05,so maybe ugh feeling bad meh,flu
2023-09-07,lol whatever meeting workout,non-flu
2023-11-16,fever maybe omg nothing sneeezing fatigue fatigue just exhausted,flu
2023-11-18,party text maybe seriously just chilling just lol,non-flu
2023-05-04,sickkk seriously nothing runny nose nothing,flu
2023-11-08,omg netflix binge grind mode just stressed but not sick lol,non-flu
2023-09-14,body ache seriously nothing fatigue maybe seriously,flu
2023-03-02,not sure if it's flu runny nose meh nothing text ugh feeling bad,flu
2023-02-22,text congestn text meh body ache,flu
2023-05-07,sickkk text whatever whatever idk lol allergies maybe?,flu
2023-05-19,brunch nothing lol just idk vacation,non-flu
2023-09-30,vacation sleep deprived idk party meeting so vacation,non-flu
2023-04-15,body ache maybe whatever just maybe maybe fever,flu
2023-11-09,travel nothing lol omg lol netflix binge random,non-flu
2023-01-07,nothing lol tired 💯 netflix binge seriously,non-flu
2023-08-17,just chilling idk sleep deprived seriously maybe bruh random nothing,non-flu
2023-09-29,so not sure if it's flu meh text sore throat so omg maybe maybe,flu
2023-08-20,meeting seriously workout party text whatever mood swings bruh,non-flu
2023-01-19,idk just just exhausted sickkk sickkk whatever,flu
2023-04-14,fever whatever meh omg random,flu
2023-10-02,idk anymore bruh meeting omg just chilling meeting bruh omg,non-flu
2023-08-22,coffee time bruh mood swings maybe 💯 just chilling sleep deprived just,non-flu
2023-11-11,not sure if it's flu text text whatever headache so nothing bruh,flu
2023-11-13,mood swings text grind mode stressed but not sick lol just chilling brunch,non-flu
2023-01-21,mood swings vacation whatever party so bruh so bruh seriously,non-flu
2023-11-25,just allergies maybe? lol ugh feeling bad idk not sure if it's flu whatever sickkk fatigue,flu
2023-10-06,fever not sure if it's flu just whatever omg nothing congestn fever omg,flu
2023-12-29,seriously sneeezing ugh feeling bad tired af so fever just exhausted just text maybe,flu
2023-01-17,grind mode lol study grind idk bruh maybe sleep deprived 🔥 workout seriously,non-flu
2023-09-12,stressed but not sick omg nothing netflix binge so just chilling 💯,non-flu
2023-03-18,tired af random just runny nose nausea congestn maybe,flu
2023-03-27,whatever seriously is this flu? text text 🔥,non-flu
2023-12-09,text just exhausted omg fatigue maybe seriously overthinking overthinking nothing,flu
2023-10-11,omg just lol vacation is this flu? travel,non-flu
2023-09-19,whatever grind mode coffee time lol tired party 🔥 maybe,non-flu
2023-04-20,is this flu? stressed but not sick travel vacation so 💯 so so,non-flu
2023-08-02,whatever idk anymore mood swings nothing seriously so,non-flu
2023-06-25,bruh idk 😷 meh runny nose meh maybe seriously nothing runny nose,flu
2023-05-09,workout lol mood swings seriously stressed but not sick lol just brunch text,non-flu
2023-09-08,just exhausted cough maybe meh maybe headache,flu
2023-10-05,grind mode just chilling so so study grind 💯 maybe omg,non-flu
2023-05-14,text idk bruh grind mode maybe idk party netflix binge sleep deprived lol tired seriously,non-flu
2023-07-10,idk coffee time meeting coffee time seriously whatever text study grind text,non-flu
2023-04-01,whatever cough lol fever meh nothing cough,flu
2023-06-25,omg so congestn fever seriously just,flu
2023-08-13,whatever overthinking omg seriously runny nose lol text,flu
2023-01-05,fatigue random just idk cough tired af so nausea whatever,flu
2023-10-02,lol lol idk lol cough tired af text,flu
2023-10-04,💯 so random idk omg stressed but not sick 💯 seriously,non-flu
2023-10-14,random nothing sore throat congestn headache,flu
2023-09-07,🔥 so study grind stressed but not sick bruh vacation coffee time,non-flu
2023-05-04,meeting 💯 so just lol tired just 🔥 idk travel,non-flu
2023-12-01,not sure if it's flu random nausea omg omg maybe nausea,flu
2023-07-07,sore throat runny nose omg just exhausted so idk,flu
2023-11-22,whatever lol seriously lol tired random netflix binge is this flu?,non-flu
2023-12-22,lol tired lol so 🔥 text stressed but not sick study grind text workout bruh nothing,non-flu
2023-12-09,coffee time 🔥 bruh text random 💯,non-flu
2023-04-06,seriously party mood swings lol tired seriously 🔥,non-flu
2023-04-22,just text seriously sleep deprived idk lol tired maybe brunch lol tired,non-flu
2023-07-17,meh sickkk maybe bruh nothing just idk chills fever,flu
2023-04-08,💯 so omg idk party,non-flu
2023-12-31,text maybe tired af omg fatigue idk nothing,flu
2023-02-03,grind mode sleep deprived text study grind random maybe just,non-flu
2023-05-04,🔥 is this flu? lol tired mood swings bruh maybe vacation,non-flu
2023-01-20,overthinking so random sneeezing just,flu
2023-08-30,text brunch idk bruh sleep deprived bruh,non-flu
2023-11-23,idk cough whatever bruh just exhausted overthinking runny nose,flu
2023-11-04,fever nothing omg fever,flu
2023-11-01,so not sure if it's flu bruh idk meh seriously so headache,flu
2023-03-05,travel sleep deprived 💯 bruh brunch workout idk omg,non-flu
2023-12-15,bruh bruh 🔥 is this flu? random text vacation just study grind maybe,non-flu
2023-04-30,vacation idk bruh nothing omg just chilling text workout seriously travel,non-flu
2023-04-06,seriously meeting bruh bruh just is this flu? bruh just,non-flu
2023-11-09,whatever fatigue sneeezing overthinking idk headache just overthinking text omg seriously,flu
2023-12-16,stressed but not sick idk workout workout idk text birthday grind mode so,non-flu
2023-11-21,study grind lol tired text just nothing mood swings 🔥 🔥,non-flu
2023-12-04,sore throat runny nose idk meh seriously bruh meh maybe nothing chills,flu
2023-04-21,random is this flu? text mood swings birthday lol travel text just,non-flu
2023-03-10,study grind random maybe study grind lol sleep deprived just lol,non-flu
2023-05-14,so 🔥 grind mode bruh,non-flu
2023-04-01,lol tired af idk sneeezing nothing fatigue,flu
2023-03-07,maybe 💯 lol 🔥 whatever stressed but not sick idk anymore stressed but not sick,non-flu
2023-11-02,random omg vacation brunch coffee time,non-flu
2023-12-24,lol sleep deprived meeting bruh grind mode is this flu? maybe is this flu? random,non-flu
2023-11-16,not sure if it's flu congestn overthinking omg tired af just random just exhausted,flu
2023-03-09,sickkk random idk overthinking fever bruh ugh feeling bad whatever lol,flu
2023-04-03,idk chills nothing bruh meh runny nose omg just maybe meh,flu
2023-01-09,bruh just chilling idk nothing maybe nothing birthday,non-flu
2023-05-28,idk just allergies maybe? whatever just not sure if it's flu,flu
2023-02-24,sickkk omg idk bruh tired af cough fatigue seriously,flu
2023-04-16,ugh feeling bad nothing sore throat fever overthinking bruh,flu
2023-02-19,text lol seriously 🔥 so omg bruh 💯,non-flu
2023-09-08,so sleep deprived bruh so whatever grind mode,non-flu
2023-05-08,whatever sneeezing seriously tired af headache overthinking,flu
2023-06-24,omg mood swings coffee time lol study grind maybe,non-flu
2023-11-02,omg nothing seriously nothing vacation lol brunch,non-flu
2023-11-13,nothing maybe vacation so random text just chilling,non-flu
2023-11-02,body ache sickkk idk text lol body ache maybe,flu
2023-05-24,💯 so grind mode lol lol tired random study grind sleep deprived,non-flu
2023-02-21,whatever sickkk nothing fever whatever runny nose just,flu
2023-10-09,nothing whatever whatever brunch study grind brunch whatever,non-flu
2023-06-09,nothing 🔥 text meeting maybe,non-flu
2023-10-29,idk tired af body ache text runny nose sore throat nausea maybe,flu
2023-03-12,💯 so lol tired so text grind mode mood swings,non-flu
2023-03-29,is this flu? netflix binge nothing travel whatever so idk anymore idk,non-flu
2023-06-15,congestn text fatigue idk cough allergies maybe? nothing,flu
2023-04-15,random maybe is this flu? so just so netflix binge,non-flu
2023-05-24,fever nothing seriously text tired af runny nose seriously nothing idk,flu
2023-12-17,runny nose 😷 just seriously seriously so whatever congestn 😷 so,flu
2023-06-26,brunch coffee time idk text study grind,non-flu
2023-04-14,omg brunch whatever meeting text,non-flu
2023-03-21,netflix binge party birthday omg workout text,non-flu
2023-03-25,maybe omg meh nausea sore throat maybe bruh,flu
2023-12-24,so just so cough random sore throat so bruh,flu
2023-04-12,so nothing body ache idk ugh feeling bad cough cough whatever whatever chills whatever,flu
2023-04-14,just maybe 😷 fatigue sneeezing,flu
2023-01-17,nothing bruh text cough sneeezing nothing,flu
2023-08-20,chills bruh bruh maybe congestn seriously 😷,flu
2023-08-28,travel lol lol lol idk study grind travel,non-flu
2023-09-10,nothing random seriously netflix binge maybe bruh birthday is this flu?,non-flu
2023-06-02,maybe seriously just chilling nothing meeting idk lol tired whatever grind mode maybe,non-flu
2023-10-02,text seriously text seriously nothing idk travel is this flu?,non-flu
2023-09-16,mood swings so bruh lol just lol just is this flu?,non-flu
2023-09-21,so seriously fatigue random chills cough sore throat,flu
2023-01-02,maybe study grind lol tired lol workout lol whatever random is this flu?,non-flu
2023-11-15,party 💯 random lol travel so grind mode grind mode,non-flu
2023-10-06,just idk anymore grind mode party whatever 💯 stressed but not sick,non-flu
2023-10-20,nothing bruh seriously so body ache sore throat sore throat chills sore throat lol,flu
2023-08-26,idk seriously meh idk bruh runny nose allergies maybe? whatever,flu
2023-10-24,bruh just sickkk meh idk just,flu
2023-08-14,just text whatever nothing just chilling random lol tired mood swings seriously,non-flu
2023-09-19,sneeezing omg whatever sickkk congestn nothing tired af maybe,flu
2023-05-10,lol random cough idk seriously fatigue,flu
2023-01-22,lol random is this flu? text seriously party just,non-flu
2023-07-31,idk workout meeting is this flu? birthday vacation maybe lol bruh seriously,non-flu
2023-11-30,seriously maybe idk not sure if it's flu just seriously cough omg,flu
2023-09-15,whatever idk anymore travel so idk nothing nothing lol tired nothing,non-flu
2023-04-17,fever sore throat idk seriously allergies maybe? idk meh,flu
2023-11-04,ugh feeling bad lol overthinking sickkk so,flu
2023-09-21,random 😷 just seriously sneeezing so bruh runny nose,flu
2023-02-22,seriously nothing not sure if it's flu ugh feeling bad whatever so just exhausted lol ugh feeling bad nothing,flu
2023-10-02,seriously omg nothing just 😷 chills omg 😷 bruh,flu
2023-03-28,study grind coffee time grind mode whatever just whatever omg nothing meeting coffee time seriously,non-flu
2023-10-16,nothing cough bruh fatigue sickkk,flu
2023-03-30,random omg workout lol tired,non-flu
2023-12-16,nausea bruh body ache idk omg maybe,flu
2023-04-10,meeting coffee time vacation brunch so seriously vacation,non-flu
2023-10-02,random sneeezing whatever whatever meh bruh just maybe allergies maybe? just exhausted,flu
2023-01-26,idk sneeezing nausea whatever bruh whatever,flu
2023-03-15,fever so maybe just exhausted sickkk chills text allergies maybe?,flu
2023-06-26,omg nausea sore throat random 😷,flu
2023-05-18,not sure if it's flu bruh seriously maybe random fatigue chills idk,flu
2023-02-13,headache just random sneeezing seriously nothing,flu
2023-11-24,sleep deprived nothing idk anymore omg maybe whatever omg,non-flu
2023-08-20,whatever grind mode party birthday mood swings lol,non-flu
2023-05-10,meeting grind mode text idk nothing nothing just just,non-flu
2023-02-19,nausea ugh feeling bad fever maybe not sure if it's flu whatever,flu
2023-09-18,text text congestn seriously allergies maybe? seriously fatigue so,flu
2023-05-22,birthday maybe grind mode meeting maybe omg,non-flu
2023-01-12,just vacation so vacation seriously just just,non-flu
2023-03-17,text fatigue allergies maybe? fatigue nothing seriously so whatever nausea body ache,flu
2023-02-13,bruh just idk anymore just is this flu? netflix binge bruh seriously text meeting,non-flu
2023-05-30,lol bruh just nothing allergies maybe? ugh feeling bad omg,flu
2023-02-05,omg lol sore throat fatigue meh runny nose random seriously bruh text,flu
2023-12-17,meh nausea bruh tired af random,flu
2023-02-03,omg sickkk sickkk nausea just exhausted lol,flu
2023-02-24,overthinking omg lol text just ugh feeling bad maybe sickkk,flu
2023-02-11,mood swings nothing random lol 🔥 idk so,non-flu
2023-09-11,grind mode party so maybe,non-flu
2023-08-24,maybe 🔥 coffee time stressed but not sick workout random,non-flu
2023-03-17,congestn headache runny nose so nothing,flu
2023-07-13,lol just meeting workout coffee time lol vacation omg lol,non-flu
2023-02-01,lol idk study grind mood swings seriously idk seriously just,non-flu
2023-02-08,text idk anymore study grind lol tired so 🔥,non-flu
2023-01-05,just idk travel idk anymore 💯 random workout workout,non-flu
2023-02-03,text fatigue text chills tired af overthinking body ache idk whatever,flu
2023-09-30,idk idk ugh feeling bad allergies maybe? fever,flu
2023-09-11,just sneeezing lol seriously bruh cough maybe just,flu
2023-05-26,lol stressed but not sick just party random idk anymore party omg idk anymore,non-flu
2023-03-25,idk anymore study grind bruh idk omg whatever so text,non-flu
2023-10-15,sleep deprived meeting just chilling nothing so seriously,non-flu
2023-06-27,not sure if it's flu seriously cough whatever sore throat meh omg idk ugh feeling bad maybe text,flu
2023-11-16,congestn just runny nose overthinking sore throat idk tired af random,flu
2023-01-20,nothing omg so bruh not sure if it's flu seriously omg body ache,flu
2023-12-05,nothing whatever meeting whatever lol nothing whatever 🔥 grind mode,non-flu
2023-09-17,whatever maybe workout party birthday just vacation just chilling,non-flu
2023-11-19,whatever whatever 🔥 workout,non-flu
2023-07-05,🔥 whatever so 🔥 sleep deprived idk omg,non-flu
2023-06-11,travel bruh whatever so study grind seriously,non-flu
2023-12-10,just tired af just exhausted lol ugh feeling bad overthinking nothing sneeezing random,flu
2023-11-01,whatever so is this flu? travel brunch just chilling,non-flu
2023-09-22,so grind mode sleep deprived lol text so seriously,non-flu
2023-11-16,netflix binge coffee time whatever grind mode whatever study grind bruh text just sleep deprived,non-flu
2023-02-19,meh runny nose runny nose fever idk maybe sickkk lol lol nothing,flu
2023-12-23,bruh cough lol nausea maybe sickkk,flu
2023-10-17,just study grind so just lol stressed but not sick 🔥 so 💯 whatever,non-flu
2023-10-05,so mood swings meeting lol idk lol,non-flu
2023-07-28,maybe seriously not sure if it's flu runny nose just nausea text text seriously,flu
2023-06-22,so travel random netflix binge idk anymore idk anymore nothing,non-flu
2023-11-26,random sneeezing text maybe sore throat cough cough,flu
2023-06-07,allergies maybe? text whatever omg whatever so chills text sickkk,flu
2023-07-29,brunch nothing party birthday lol stressed but not sick,non-flu
